sample	reference	assembly_coverageDepth	reads_total	reads_mapped	fraction_reads_mapped	coverage_rawDepth	base_count	count_circular_contigs	busco_single	busco_duplicates	genes_full	genes_partial	fraction_genes_recovered	run_name	version	timestamp	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genomic features	Complete BUSCO (%)	Partial BUSCO (%)	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Ec_5_10_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	14.610055212331439	438446	434456	0.9908996774973429	18.623529658351774	101292577	NA	98.6	0	5155	136	0.9790895632864545	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:11.058828	453	161	97	74	55	35	5438957	5298403	5166449	5006907	4708109	4033834	302	259150	5396666	5256950	50.51	50.75	100126	100772	48530	53003	18	17	36	34	4	4	264238	1	0	0	4	12 + 17 part	171667	97.842	1.016	0	110.02	3.32	5155 + 136 part	98.65	0	259150	5219290	100126	100772	48067	51780	18	17	36	34
Ec_5_10_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	14.924659082929667	476034	472354	0.992269459744472	18.967727760320916	109982852	NA	98.6	0	5623	277	0.9497746297488732	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:29.835715	974	262	108	88	64	32	5798420	5522540	5191149	5047973	4699238	3570818	458	267744	5658883	5802748	50.4	50.68	92176	91431	33146	32464	21	22	49	52	4	2	2596	3	0	0	4	22 + 13 part	83908	94.527	1.016	0	108.26	2.13	5623 + 277 part	98.65	0	267744	5569987	92176	91431	33146	32464	21	22	49	52
Ec_5_10_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.904186551007903	472044	455797	0.9655815983255798	19.59662789343699	109055391	NA	98.6	0	5427	253	0.9490392648287385	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:22.035786	762	222	90	72	53	31	5565008	5355502	5067942	4942490	4667879	3883371	363	244460	5452857	5647195	50.4	50.67	115454	114881	41380	37451	17	18	36	40	3	3	84078	1	0	0	4	44 + 11 part	91826	94.469	1.005	0	30.74	1.2	5427 + 253 part	98.65	0	244460	5357947	115454	114881	41380	37451	17	18	36	40
Ec_5_10_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	13.799315199779068	462763	448127	0.9683725794845309	19.572058704796994	106904718	NA	98.6	0	5253	213	0.9424137931034483	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:00.550265	598	161	73	53	44	31	5462109	5289587	5091176	4949092	4808476	4369591	280	313944	5371468	5516497	50.28	50.53	146612	144293	84095	70500	13	14	26	28	4	4	168558	3	0	0	2	39 + 7 part	113871	94.937	1.004	0	21.6	0.88	5253 + 213 part	98.65	0	313944	5254320	145580	140506	84095	70500	13	14	26	28
Ec_5_10_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	14.836888586016423	462527	458565	0.9914340135819099	19.05577749630741	106861999	NA	98.6	0	5432	258	0.9507101086048454	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:55.481761	812	226	99	74	53	31	5607853	5369544	5104383	4924045	4598030	3816489	409	296548	5496908	5647195	50.4	50.67	113412	113412	38811	35563	18	18	38	41	4	4	433039	2	0	0	4	11 + 11 part	74538	94.576	1.015	0	106.72	5.11	5432 + 258 part	98.65	0	244192	5416376	104253	100127	38811	35563	18	19	40	43
Ec_5_20_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	12.028852096483382	434036	431856	0.9949773751486052	16.390213579780426	100287521	NA	94.6	2	5164	234	0.9608401566393734	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:14.449708	1440	529	132	109	72	31	6118744	5633124	4900150	4749219	4136990	2728485	1045	194518	6008441	5317846	50.48	50.63	42441	51795	15456	25861	38	30	91	67	21	21	182808	18	0	0	3	103 + 39 part	229936	95.775	1.135	0	945.77	20.14	5164 + 234 part	96.62	0.68	194518	5750152	42441	51795	15349	25861	38	30	92	67
Ec_5_20_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.00878754058381	442704	438493	0.9904880010119629	16.966281445414104	102276545	NA	95.3	2	5108	203	0.9800701236390478	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:54.078231	1104	453	154	122	67	34	6028224	5656013	5093859	4874330	3999980	2830860	877	169027	5962467	5277316	50.48	50.72	46789	53335	15897	26047	38	31	91	66	10	10	21497	11	0	0	13	203 + 77 part	415766	98.001	1.072	0	428.23	11.31	5108 + 203 part	97.3	1.35	169027	5524062	45700	52887	15595	25508	38	31	92	66
Ec_5_20_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.102195009745948	446494	443022	0.9922238596711266	16.847723253097076	103155122	NA	95.9	1.4	5119	185	0.9787783723934306	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:47:56.625622	1195	462	133	100	62	35	6122793	5707469	5102809	4886462	4284457	3305919	920	225079	6040998	5277316	50.49	50.72	56032	63158	18100	34663	30	24	75	51	15	14	19693	11	0	0	8	218 + 80 part	466512	97.925	1.079	0	479.16	16.43	5119 + 185 part	97.3	0.68	225079	5547154	55466	63158	17498	34663	30	24	75	51
Ec_5_20_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	11.813917941324831	441247	439505	0.996052097804631	15.527394221430157	101947793	NA	94.6	2	5120	173	0.979459659511473	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:46.438945	1361	700	162	120	83	33	6565673	6157805	5176937	4883714	4260260	2521746	1179	146302	6514009	5256950	50.5	50.75	38088	48530	9912	27569	51	36	121	71	38	35	120805	41	0	0	7	87 + 59 part	346369	97.776	1.2	0	1580.32	34.92	5120 + 173 part	96.62	0.68	146302	6125272	37703	47058	7242	26221	51	36	133	73
Ec_5_20_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	11.94257055313729	481876	480705	0.9975699142517992	15.21590940616365	111339663	NA	83.1	6.1	5508	384	0.948486799742434	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:47:42.855092	2374	1092	253	175	71	14	7317319	6665246	5084542	4535485	2861013	849275	1742	95914	7143959	5802748	50.51	50.68	18110	24715	3433	11410	104	73	321	158	36	35	135868	53	0	0	12	83 + 89 part	306694	94.405	1.248	0	1798.23	35.87	5508 + 384 part	89.19	2.03	95914	6788816	18030	24565	2664	10883	105	74	350	161
Ec_5_20_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.81553199899182	473588	466627	0.9853015701411353	17.652035785672535	109409489	NA	93.2	5.4	5410	266	0.9483709273182958	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:51:35.531193	1336	522	103	82	60	32	6198123	5791339	5059167	4913620	4580065	3606672	902	230829	6075569	5647195	50.57	50.67	77439	91631	25604	32822	23	21	60	48	5	5	86753	4	0	0	4	365 + 69 part	521277	94.442	1.041	0	405.41	18.54	5410 + 266 part	98.65	0	230829	5521583	77439	91631	25604	32822	23	21	60	48
Ec_5_20_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.882494605752731	464378	458224	0.9867478648859335	17.582801759642486	107284876	NA	93.9	2.7	5232	247	0.9446551724137932	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:10.350786	1158	466	96	72	58	36	6101694	5758162	5071065	4902479	4674886	3916451	798	288431	6004028	5516497	50.45	50.53	84986	90414	27425	43520	23	20	52	41	4	4	155006	6	0	0	9	318 + 80 part	540313	95.009	1.042	0	433.24	21.04	5232 + 247 part	96.62	0.68	288431	5431109	84986	90406	27181	43399	23	20	52	42
Ec_5_20_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	12.016882453483879	466811	465323	0.9968124144461035	15.367762274380448	107853645	NA	88.5	6.8	5381	318	0.9522138680033417	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:59.853472	1891	957	190	138	76	25	7018175	6557396	5055378	4675287	3671007	1848822	1402	148036	6882620	5647195	50.41	50.67	27604	36240	4155	17634	68	49	214	104	40	40	124844	54	0	0	8	83 + 70 part	268128	94.575	1.238	0	1886.35	42.88	5381 + 318 part	95.27	0.68	148036	6570750	27604	35698	3357	16696	68	49	229	104
Ec_5_30_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	11.189087753870824	430510	428863	0.9961743048941952	11.970316386208301	99466542	NA	83.1	12.2	5024	224	0.9341402634389463	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:56.418708	1856	1437	366	200	65	4	8309433	7998901	5557082	4396783	2295840	267590	1838	83883	8304980	5317846	50.33	50.63	11181	21034	3448	12194	177	81	528	163	99	90	858438	127	0	0	13	204 + 147 part	921631	94.631	1.467	0	3530.4	84.14	5024 + 224 part	95.27	1.35	67056	7324014	10187	20026	2007	11182	187	85	728	172
Ec_5_30_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	10.681542243822918	446124	444873	0.9971958468945854	11.862387803415587	103072169	NA	73.6	10.1	4830	476	0.9791474441778926	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:05.938360	2972	1620	400	175	35	8	8688990	7923731	5138677	3635981	1493827	612975	2449	129787	8530696	5277316	50.16	50.72	7026	15710	2826	8055	252	95	738	211	41	38	104113	103	0	0	59	385 + 380 part	1700937	97.737	1.324	0	2182.57	73.58	4830 + 476 part	83.78	2.7	129787	6779982	5794	15710	763	7186	266	95	1427	218
Ec_5_30_Ec3	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	11.104553399217089	447457	446186	0.9971595035947588	11.918210762728366	103378000	NA	80.4	11.5	4964	331	0.9789240155296728	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:16.941001	2408	1507	382	181	55	14	8673953	8172888	5579981	4201210	2292916	915737	2032	107861	8558604	5277676	50.17	50.72	9711	21234	3395	11128	189	71	590	158	47	45	266681	93	0	0	84	359 + 396 part	1798029	97.852	1.309	0	2238.87	77.57	4964 + 331 part	91.89	2.03	107861	6710349	7951	20486	774	10669	196	72	1227	162
Ec_5_30_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.775491005732219	449992	449684	0.999315543387438	11.143374864700952	103960266	NA	56.8	26.4	4957	330	0.9783493708364175	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:58.839695	2440	1698	458	201	48	6	9329334	8927339	6003531	4213497	1820388	387272	2090	75287	9226670	5256950	50.45	50.75	8515	18663	3519	11234	245	87	674	176	120	108	511674	159	0	0	27	96 + 189 part	830499	97.705	1.635	0	5102.22	115.69	4957 + 330 part	83.11	3.38	75287	8326398	7015	17680	2181	9507	271	92	897	189
Ec_5_30_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	11.552019802812378	476928	475780	0.9975929280730005	11.855406345169772	110179274	NA	77	19.6	5469	294	0.9277205408886027	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:20.572068	1714	1536	489	232	60	9	9293589	9177194	6579233	4848279	2247194	543018	1673	74915	9282751	5802748	50.42	50.68	10774	19183	4232	11772	213	90	572	187	137	121	1055014	173	0	0	24	61 + 198 part	768100	93.184	1.575	0	4595.26	114.09	5469 + 294 part	96.62	1.35	72980	8456211	8669	18399	2684	10148	231	93	747	201
Ec_5_30_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.192582390681032	470312	467610	0.9942548776131589	11.855619151292442	108648581	NA	67.6	29.7	5329	213	0.9259816207184628	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:58.059157	1588	1346	354	145	68	28	9164311	8981272	6535297	5120269	3863603	2429630	1580	172945	9162569	5647195	50.92	50.67	16783	41667	4212	21167	103	37	428	85	35	32	543030	109	0	0	61	672 + 441 part	2753869	93.075	1.219	0	2776.49	126.77	5329 + 213 part	97.3	0	172945	6351988	13322	41481	NA	20120	108	39	NA	87
Ec_5_30_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.211887179199056	465959	464455	0.996772248202095	11.397970423656247	107645134	NA	54.1	40.5	5213	282	0.9474137931034483	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:11.293135	1970	1338	355	124	65	35	9444237	9139835	6733349	5189162	4315357	3225588	1612	250719	9344401	5516497	50.95	50.53	18068	66285	4448	28848	82	27	414	59	17	16	107742	105	0	0	94	556 + 492 part	2815081	94.976	1.246	0	3083.14	145.69	5213 + 282 part	94.59	1.35	250719	6475106	13330	66285	NA	27569	85	27	NA	59
Ec_5_30_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	11.489519739267005	465141	463907	0.9973470410047706	11.734074344966471	107456675	NA	65.5	31.8	5292	249	0.9258145363408521	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:48.757876	1611	1427	470	217	63	12	9157661	9035870	6579002	4815958	2471396	711808	1569	76137	9146082	5647195	50.38	50.67	10886	22411	4634	12100	194	78	529	165	153	141	1087495	171	0	0	29	63 + 201 part	716484	93.269	1.6	0	5045.72	122.82	5292 + 249 part	97.3	0	76137	8366106	9432	21841	2992	10528	208	80	675	174
Ec_5_40_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	10.816691782130542	432537	431229	0.9969759812455351	10.966217277301613	99927363	NA	68.9	24.3	4933	315	0.9341402634389463	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:59.349688	1726	1544	581	253	23	1	9112291	8997235	6488015	4148236	719169	53364	1680	53364	9100210	5317846	50.37	50.63	9070	14275	4412	10356	295	129	653	238	141	126	1064527	166	0	0	19	92 + 186 part	1079350	94.5	1.596	0	4523.84	109.9	4933 + 315 part	93.24	2.03	41768	7971557	6905	12373	2481	8226	352	145	912	277
Ec_5_40_Ec2	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.746333553937083	439558	438204	0.9969196329039626	10.908122858916515	101546410	NA	77	16.9	4865	355	0.9650582362728786	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:58.246582	1653	1492	604	242	39	3	9309247	9199377	6954313	4403347	1375719	180722	1622	69497	9301561	5277676	49.96	50.72	9424	16790	4916	11254	268	103	609	201	87	80	680378	176	0	0	102	170 + 449 part	2219343	97.129	1.382	0	2989.23	102.9	4865 + 355 part	93.92	0.68	69497	7052078	5512	13213	583	7729	356	115	1451	248
Ec_5_40_Ec3	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.968901759168832	443517	442391	0.9974612021636149	11.0933755407112	102458239	NA	75	20.3	4906	344	0.9706045479755963	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:08.319922	1569	1416	557	242	41	6	9235984	9135570	6950506	4699024	1584967	363388	1535	66010	9226649	5277676	50.08	50.72	10454	18343	5058	12591	234	91	551	178	104	91	873024	207	0	0	97	155 + 419 part	2122693	97.154	1.385	0	3049.15	110.09	4906 + 344 part	95.27	0.68	66010	7081861	5545	14835	882	7760	327	103	1294	227
Ec_5_40_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.705692234144678	449686	449353	0.9992594832838915	10.78946221612554	103886898	NA	38.5	45.9	4946	323	0.975018504811251	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:49.796413	1876	1395	636	283	41	2	9628552	9396543	7447219	4900168	1371835	116029	1596	58611	9545786	5256950	50.47	50.75	10390	16397	5488	12163	271	105	581	198	133	111	1129862	199	0	0	25	31 + 184 part	885538	97.36	1.692	0	5670.57	131.18	4946 + 323 part	84.46	3.38	58611	8615812	7858	13654	3281	9804	331	121	794	237
Ec_5_40_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	11.064563041856141	487705	487479	0.9995366051198983	11.143187332603999	112674361	NA	49.3	33.8	5331	532	0.9438184159690921	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:31.282607	2480	1563	656	277	37	0	10111502	9718058	7423607	4743297	1221010	0	1864	49886	9937460	5802748	50.47	50.68	9479	15198	4954	11040	301	127	662	240	152	127	1195071	217	0	0	40	28 + 188 part	815208	93.999	1.672	0	5198.89	129.4	5331 + 532 part	83.11	5.41	49886	9081271	7170	12368	3022	8291	367	143	897	287
Ec_5_40_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.036653299938495	472004	470738	0.9973178193405141	10.165128491216993	109035773	NA	41.2	54.7	5270	263	0.9244778613199666	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:33.379385	1275	1194	631	305	81	19	10726453	10670874	9126483	6794307	3467701	1274981	1260	135444	10721719	5647195	51.02	50.67	14162	30672	7295	19864	184	58	452	116	73	62	928313	213	0	0	118	390 + 458 part	3811322	92.963	1.316	0	4198.73	200.01	5270 + 263 part	95.95	2.03	135444	6886835	5533	28607	NA	12694	268	61	NA	131
Ec_5_40_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.18023948384502	463251	462201	0.9977334101815215	10.299874342308645	107017054	NA	35.1	61.5	5155	220	0.9267241379310345	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:41.982944	1125	1044	569	314	83	26	10390132	10334258	8984196	7181901	3694692	1749213	1111	137720	10386097	5516497	51.07	50.53	16527	32940	8131	21231	160	51	381	103	46	38	513809	198	0	0	128	301 + 451 part	3532106	93.997	1.322	0	4300.96	207.99	5155 + 220 part	96.62	0	137720	6835474	6621	32290	NA	15802	217	53	NA	114
Ec_5_40_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.959967206740703	476299	476257	0.9999118200962	11.032478076679137	110038841	NA	39.2	43.2	5154	514	0.9470342522974102	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:43.602850	2638	1514	633	282	34	1	9974082	9514591	7288102	4792018	1095967	61370	1828	61370	9742621	5647195	50.42	50.67	9727	15497	4961	11255	291	123	637	230	180	137	1475180	214	0	0	28	16 + 197 part	760148	94.259	1.687	0	5585.4	134.66	5154 + 514 part	82.43	4.05	61370	8935972	7463	12585	2978	8689	360	145	871	280
Ec_5_50_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	10.797263299337576	433133	431388	0.9959712143844962	10.922096332277558	100061180	NA	71.6	24.3	4797	414	0.9275542897828408	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:46.230161	1670	1512	615	241	21	2	9161353	9071832	6667164	4009702	671963	107929	1606	56721	9145320	5317846	50.36	50.63	8862	14563	4737	10086	301	129	655	239	155	121	1398081	191	0	0	23	59 + 163 part	1093154	93.92	1.612	0	4908.37	121.71	4797 + 414 part	95.95	0.68	30756	8013680	6195	10092	2703	7262	421	178	970	334
Ec_5_50_Ec2	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.643334468683218	440044	438763	0.9970889274708893	10.746311319789356	101657440	NA	77	15.5	4723	474	0.9608060639674616	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:43.908492	1584	1462	642	283	25	0	9459752	9380684	7246910	4682776	819516	0	1550	47062	9450959	5277676	49.98	50.72	9901	15971	5392	11783	288	120	612	217	131	102	1077940	235	0	0	100	55 + 358 part	2248020	96.733	1.411	0	3366.3	116.06	4723 + 474 part	92.57	2.03	47062	7180074	4618	8899	730	6155	508	186	1585	365
Ec_5_50_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	10.90152198596002	443632	442482	0.997407761387817	11.009986034892464	102483141	NA	75	16.2	4733	509	0.9673371470751061	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:36.566502	1493	1366	597	281	38	2	9308199	9231438	7231588	4991524	1313528	120393	1455	66404	9297969	5277316	50.08	50.72	10835	16985	5485	13239	249	104	549	192	127	97	1211911	263	0	0	88	71 + 318 part	2146097	96.582	1.403	0	3364.03	117.54	4733 + 509 part	91.22	2.7	53989	7132350	5109	10051	973	6449	455	171	1406	335
Ec_5_50_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.596041112819739	451714	451565	0.9996701452689091	10.668415054901612	104355993	NA	37.8	43.9	4816	451	0.9746484085862325	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:42.713016	2142	1446	613	275	43	0	9781771	9459134	7341325	4945163	1434469	0	1722	47522	9660470	5256950	50.48	50.75	10313	17935	5277	12972	264	101	595	188	152	110	1702828	218	0	0	23	17 + 163 part	890086	97.439	1.712	0	5833.68	136.21	4816 + 451 part	81.76	6.76	47510	8736579	7224	12306	3105	8942	381	144	878	270
Ec_5_50_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	11.101704740359056	487232	486961	0.999443796794956	11.184318574219288	112564496	NA	48.6	33.8	5229	597	0.937862202189311	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:27.534853	2446	1603	629	273	39	2	10064493	9697351	7244431	4727576	1313486	127197	1891	67714	9905566	5802748	50.47	50.68	9556	15449	4746	10861	297	123	667	237	186	126	1835552	230	0	0	34	31 + 159 part	824994	93.595	1.672	0	5336.05	132.83	5229 + 597 part	82.43	4.05	43427	9046495	6658	10975	2891	7684	416	175	969	332
Ec_5_50_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	9.962449920265836	475007	474599	0.9991410652895641	10.033885520961917	109735589	NA	29.7	65.5	5087	543	0.9406850459482038	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:57.852589	1426	1056	645	383	94	5	10936500	10766881	9636877	7731783	3221171	354281	1214	81461	10878642	5647195	51.04	50.67	16729	26639	8860	20383	205	79	429	139	71	49	987144	249	0	0	116	199 + 297 part	3823746	93.695	1.333	0	4489.48	217.5	5087 + 543 part	95.27	1.35	72927	7048103	4646	14604	NA	8670	438	123	NA	249
Ec_5_50_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.17707646104229	463692	462648	0.9977485054734608	10.26730658853309	107116058	NA	34.5	62.8	4966	401	0.9253448275862068	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:08.303733	921	862	567	373	107	15	10432732	10393496	9528050	8112421	3940798	892460	908	72401	10428933	5516497	51.08	50.53	19276	31345	10883	24629	166	65	346	115	66	44	965878	235	0	0	110	121 + 249 part	3519563	93.674	1.337	0	4604.53	225.6	4966 + 401 part	97.3	0	44654	6906080	5794	15290	NA	9461	372	114	NA	230
Ec_5_50_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	11.12787924426811	474150	473762	0.9991816935568912	11.2177616720434	109540478	NA	41.2	41.2	5084	528	0.9376775271512113	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:10.806434	2236	1449	601	268	50	3	9764914	9425890	7295975	4920209	1610370	163182	1709	59482	9614570	5647195	50.42	50.67	10326	17449	5188	12207	257	109	585	206	211	140	2341075	233	0	0	23	10 + 162 part	766956	93.913	1.668	0	5655.9	136.67	5084 + 528 part	82.43	4.05	33866	8819381	7414	11681	3158	8342	386	169	877	313
Ec_Lm_10_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	13.605501199506145	448287	443442	0.9891921916093931	18.951346001011224	103562833	NA	96.6	1.4	5197	195	0.9597721609113563	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:24.505598	805	228	91	74	57	32	5464669	5200745	4933564	4826363	4571742	3704643	459	291426	5367373	5317846	49.96	50.63	92541	92541	38000	39024	18	18	40	39	1	1	94552	2	0	0	1	207 + 8 part	262504	95.819	1.002	0	10.38	1.3	5197 + 195 part	97.97	0.68	291426	5104780	92541	92541	38000	39024	18	18	40	39
Ec_Lm_10_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	13.537348108142842	453543	448148	0.988104766251491	18.852724939761572	104774000	NA	98	0.7	5157	172	0.9833917696992065	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:32.723973	611	236	92	73	53	33	5557499	5370349	5089596	4958122	4654245	3930954	411	301286	5498765	5277316	50.12	50.72	96480	99278	41745	48530	17	16	38	34	6	6	328730	2	0	0	3	196 + 14 part	312697	98.015	1.003	0	4.99	0.95	5157 + 172 part	98.65	0	301286	5184591	96480	99278	41745	48530	17	16	38	34
Ec_Lm_10_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	13.65266200263078	457167	451947	0.9885818530208873	18.66774920488855	105610607	NA	96.6	2.7	5160	146	0.9791474441778926	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:32.218503	727	247	89	65	49	32	5657383	5420603	5117887	4955940	4702699	4068135	462	287290	5578787	5277316	50.01	50.72	100772	112004	47042	54123	16	14	35	30	2	2	1822	0	0	0	1	258 + 15 part	395038	97.99	1.002	0	3.94	2.11	5160 + 146 part	99.32	0	287290	5183270	100772	112004	47042	54123	16	14	35	30
Ec_Lm_10_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	13.61035895638234	453282	448797	0.9901054972401286	18.647983703079483	104713911	NA	93.9	4.7	5148	150	0.9803849000740192	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:34.087484	609	265	104	78	59	38	5615294	5446225	5151304	4964830	4657847	3939248	424	234770	5561554	5256950	49.98	50.75	88246	92091	38473	48530	22	20	44	39	3	3	177141	0	0	0	3	213 + 15 part	404551	97.82	1.003	0	12.6	1.19	5148 + 150 part	98.65	0	234770	5156626	88246	92091	35457	47297	22	20	45	39
Ec_Lm_10_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	13.917111067975311	491073	486862	0.9914249001675922	18.898710054114925	113448295	NA	92.6	6.1	5618	264	0.946877012234385	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:56:04.772505	1064	367	111	87	63	35	6002965	5713366	5194758	5022713	4678960	3703561	587	267744	5874163	5802748	49.77	50.68	69838	91431	30015	32464	23	22	54	52	6	4	23331	3	0	0	4	248 + 12 part	372479	94.536	1.003	0	10.35	0.55	5618 + 264 part	98.65	0	267744	5501067	69838	91431	30015	32464	23	22	54	52
